product_id,category,brand,retail_price,cost,department
13842,Accessories,MG,6.25,2.518749990849756,Women
13928,Accessories,MG,5.949999809265137,2.3383499148894105,Women
14115,Accessories,MG,10.989999771118164,4.879559879379869,Women
14157,Accessories,MG,10.989999771118164,4.648769887297898,Women
14273,Accessories,MG,15.989999771118164,6.507929886473045,Women
15674,Plus,MG,6.25,3.1062499998370185,Women
15816,Plus,MG,5.949999809265137,3.1772999091416594,Women
28646,Accessories,MG,19.989999771118164,8.73562987972319,Men
28670,Accessories,MG,6.179999828338623,2.6759399153566363,Men
28714,Accessories,MG,6.25,2.275000000372529,Men
28779,Accessories,MG,20.989999771118164,7.36748991528362,Men
28904,Accessories,MG,15.989999771118164,6.7957498848550015,Men
29007,Accessories,MG,26.989999771118164,10.795999868229032,Men
12777,Swim,MW,44.9900016784668,16.691290760814255,Women
12810,Swim,MW,44.9900016784668,21.055320884742144,Women
12812,Swim,MW,44.9900016784668,21.14530090284795,Women
12853,Swim,MW,44.9900016784668,18.71584077014294,Women
12900,Swim,MW,39.9900016784668,17.39565078823306,Women
13247,Swim,MW,44.9900016784668,20.65041088706643,Women
13477,Swim,MW,54.9900016784668,22.600890809484422,Women
13574,Swim,MW,44.9900016784668,19.39069080118597,Women
2848,Active,2XU,44.950000762939446,20.946700439925493,Women
3039,Active,2XU,49.950000762939446,22.627350425997378,Women
9041,Socks & Hosiery,2XU,49.950000762939446,20.479500227209176,Women
13122,Swim,2XU,150.41000366210938,68.73737201425911,Women
18147,Active,2XU,40.450000762939446,17.069900398133232,Men
18363,Active,2XU,159.94000244140625,65.0955812367481,Men
18394,Active,2XU,49.950000762939446,22.97700039561093,Men
18465,Active,2XU,60.0,27.240000218153,Men
18593,Active,2XU,43.150001525878906,17.00110065520704,Men
18607,Active,2XU,79.98999786376953,30.63616928671479,Men
18644,Active,2XU,107.5199966430664,41.28767906982421,Men
18664,Active,2XU,59.950000762939446,25.83845043245256,Men
18708,Active,2XU,111.22000122070312,42.59726061337233,Men
18796,Active,2XU,84.05999755859375,36.31391910439163,Men
24644,Socks,2XU,49.950000762939446,27.872100528435407,Men
24674,Socks,2XU,60.0,35.64000008627772,Men
24731,Socks,2XU,43.150001525878906,25.58795095982142,Men
27569,Swim,2XU,150.41000366210938,92.6525625942932,Men
3206,Dresses,AGB,79.0,38.31499995291233,Women
3660,Dresses,AGB,50.38999938964844,21.91964971384816,Women
3682,Dresses,AGB,45.34999847412109,18.956299259465936,Women
3730,Dresses,AGB,89.0,39.070999938994646,Women
3943,Dresses,AGB,53.200000762939446,26.28080032457113,Women
5353,Pants & Capris,AGB,42.0,22.46999996714294,Women
5433,Pants & Capris,BKE,20.209999084472656,11.640959460911304,Women
9035,Socks & Hosiery,HDE,3.950000047683716,1.3983000106409191,Women
14170,Accessories,HDE,2.950000047683716,1.1859000150532462,Women
28411,Accessories,HDE,4.880000114440918,2.083760045012236,Men
28548,Accessories,HDE,2.950000047683716,1.280300021749735,Men
28873,Accessories,HDE,3.950000047683716,1.3904000092506408,Men
29033,Accessories,HDE,3.950000047683716,1.7182500154450535,Men
25038,Socks,Huf,11.949999809265137,7.600199877980351,Men
17159,Fashion Hoodies & Sweatshirts,ITC,54.9900016784668,28.429830918571056,Men
5357,Pants & Capris,Ice,27.989999771118164,15.4504798515518,Women
5440,Pants & Capris,Ice,27.989999771118164,13.46318990700826,Women
5474,Pants & Capris,Ice,24.989999771118164,13.89443986939028,Women
7234,Skirts,Ice,24.989999771118164,9.19631984055072,Women
7236,Skirts,Ice,25.989999771118164,11.383619829264582,Women
7246,Skirts,Ice,23.989999771118164,9.452059872821495,Women
7377,Skirts,Ice,24.989999771118164,10.1959198788739,Women
7448,Skirts,Ice,24.989999771118164,9.171329883230928,Women
7903,Blazers & Jackets,Ice,30.989999771118164,10.567589980136454,Women
8080,Suits,Ice,57.9900016784668,37.113601108783485,Women
8089,Suits,Ice,75.98999786376953,49.165528608800166,Women
8093,Suits,Ice,21.989999771118164,14.139569917708933,Women
8101,Suits,Ice,13.989999771118164,8.50591988700248,Women
8103,Suits,Ice,66.98999786376953,38.11730891824752,Women
8107,Suits,Ice,55.9900016784668,36.057561151015165,Women
8109,Suits,Ice,63.9900016784668,37.754101099950816,Women
8110,Suits,Ice,16.989999771118164,9.701289908803105,Women
8139,Suits,Ice,95.98999786376952,59.51379877566248,Women
8145,Suits,Ice,75.98999786376953,44.83409886984303,Women
8148,Suits,Ice,71.98999786376953,42.90603882040273,Women
8155,Suits,Ice,66.98999786376953,42.87359867274165,Women
8158,Suits,Ice,25.989999771118164,15.12617992565751,Women
8160,Suits,Ice,25.989999771118164,15.697959905421325,Women
8162,Suits,Ice,16.989999771118164,9.820219895048735,Women
8185,Suits,Ice,16.989999771118164,10.261959890300371,Women
8188,Suits,Ice,55.9900016784668,35.49766125103474,Women
8189,Suits,Ice,33.9900016784668,19.204350993917885,Women
8191,Suits,Ice,71.98999786376953,43.697928826136206,Women
8194,Suits,Ice,25.989999771118164,16.139789889234155,Women
8195,Suits,Ice,66.98999786376953,39.658078809719605,Women
8197,Suits,Ice,25.989999771118164,16.191769897296577,Women
8199,Suits,Ice,26.989999771118164,17.165639852822423,Women
8208,Suits,Ice,25.989999771118164,16.21775990132779,Women
8209,Suits,Ice,16.989999771118164,9.837209897604732,Women
70,Tops & Tees,LNA,99.0,56.92499983403832,Women
791,Sweaters,LNA,99.0,44.6489999309415,Women
2060,Fashion Hoodies & Sweatshirts,NLA,14.0,6.033999998122454,Women
1935,Fashion Hoodies & Sweatshirts,QSW,128.0,59.90400007367134,Women
1972,Fashion Hoodies & Sweatshirts,QSW,84.0,36.876000098884106,Women
2349,Fashion Hoodies & Sweatshirts,QSW,84.0,38.47200004756451,Women
6529,Shorts,QSW,68.0,31.96000004559756,Women
12746,Swim,TYR,60.0,27.84000009298325,Women
12750,Swim,TYR,77.98999786376953,34.93951924982994,Women
12757,Swim,TYR,59.950000762939446,22.781000450715425,Women
12762,Swim,TYR,45.450000762939446,20.816100375162065,Women
12768,Swim,TYR,55.7599983215332,21.74639948249459,Women
12794,Swim,TYR,40.619998931884766,17.141639625748283,Women
12803,Swim,TYR,70.94999694824219,28.096198903571064,Women
12807,Swim,TYR,76.48999786376953,31.13142924681276,Women
12815,Swim,TYR,46.9900016784668,19.171920763937685,Women
12850,Swim,TYR,54.950000762939446,20.496350471267107,Women
12967,Swim,TYR,59.9900016784668,22.61623065244824,Women
13052,Swim,TYR,49.060001373291016,22.518540757543448,Women
13077,Swim,TYR,56.0,23.744000110775232,Women
13190,Swim,TYR,68.0,27.94800014793873,Women
13312,Swim,TYR,72.0,30.31200013216585,Women
13350,Swim,TYR,52.0099983215332,21.16806939591497,Women
27445,Swim,TYR,38.9900016784668,24.71966119429112,Men
27457,Swim,TYR,27.600000381469727,15.89760025509596,Men
27466,Swim,TYR,30.0,17.850000048056245,Men
27481,Swim,TYR,45.950000762939446,29.408000515669585,Men
27487,Swim,TYR,26.489999771118164,15.655589914467036,Men
27510,Swim,TYR,39.950000762939446,22.57175048463792,Men
27529,Swim,TYR,36.0,22.824000120162964,Men
27537,Swim,TYR,39.9900016784668,24.353911066282688,Men
27552,Swim,TYR,33.95000076293945,19.317550501902403,Men
27599,Swim,TYR,26.51000022888184,16.436200169558823,Men
27674,Swim,TYR,44.959999084472656,27.065919520119127,Men
27812,Swim,TYR,24.989999771118164,14.89403989607658,Men
27960,Swim,TYR,25.0,15.075000037904829,Men
27976,Swim,TYR,28.950000762939453,16.935750499164687,Men
28039,Swim,TYR,38.0,21.698000088334084,Men
28167,Swim,TYR,40.0,24.84000004827976,Men
28204,Swim,TYR,52.0,30.940000083297488,Men
1513,Sweaters,VIP,12.989999771118164,5.520749888207764,Women
3580,Dresses,VIP,13.989999771118164,5.651959895857573,Women
4330,Jeans,YMI,38.0,21.16600000113249,Women
4474,Jeans,YMI,27.46999931335449,16.042479567889572,Women
4477,Jeans,YMI,27.950000762939453,14.925300380962714,Women
4889,Jeans,YMI,28.989999771118164,15.886519859669283,Women
4946,Jeans,YMI,25.0,13.82499998435378,Women
4983,Jeans,YMI,28.989999771118164,15.828539850623384,Women
6332,Shorts,YMI,11.329999923706056,5.302439947073758,Women
6361,Shorts,YMI,24.989999771118164,12.51998988651716,Women
6463,Shorts,YMI,38.0,20.10199996829033,Women
